Dies war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe.####[['Wienerschnitzel', 'food quality', 'negative']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
(Tripadvisor die Bewertung gut leider nicht) Die Lammhaxe war sehr gut!####[['Lammhaxe', 'food quality', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
Sehr gern wieder, die Teilnehmer waren sehr zufrieden.####[['NULL', 'restaurant general', 'positive']]
